"trade_year","from_iso3","to_iso3","sector","trade_value"
2005,"MYS","RoW","Communications",354063325
2005,"AUS","DEU","Vehicle Trade",29885733.3333333
2005,"JPN","RoW","Retail Trade",25983697056
2005,"LVA","BGR","Hospitality",1688151
2005,"KGZ","PER","Hospitality",4325
2005,"BGR","NLD","Business Services",17314457
2005,"UKR","KGZ","Utilities",608534.333333333
2005,"RoW","HUN","Hospitality",337440208
2005,"ISL","SRB","Business Services",74000
2005,"RoW","AUS","Business Services",828923996
2005,"GBR","NLD","Utilities",194275355.333333
2005,"HUN","EGY","Other Services",2613035
2005,"FRA","KOR","Utilities",49033333.3333333
2005,"HUN","RoW","Business Services",272539603.5
2005,"ZAF","AUS","Water Transport",9032167.5
2005,"EST","DEU","Air Transport",62018402.3333333
2005,"ITA","ISR","Construction",3359400
2005,"RUS","ITA","Wholesale Trade",39519950
2005,"GBR","EST","Financial Services",2857233
2005,"KGZ","RUS","Hospitality",43822812
2005,"RUS","NIU","Other Services",509517.5
2005,"RoW","ARM","Communications",27793400
2005,"ABW","RoW","Water Transport",9404096.83333333
2005,"RoW","POL","Construction",880056
2005,"RoW","RUS","Retail Trade",1096394956
2005,"RUS","MUS","Utilities",44304
2005,"SVK","LUX","Communications",122688
2005,"RoW","DZA","Other Services",732969564.5
2005,"RUS","DZA","Transport Services",2376302
2005,"GBR","MYS","Air Transport",145492991
2005,"USA","AUT","Water Transport",102830516.666667
2005,"SRB","BGR","Real Estate",123500
2005,"GRC","ZAF","Utilities",20760753.8333333
2005,"ESP","SRB","Education",152000
2005,"SWE","DNK","Public Services",949659
2005,"DEU","BEL","Retail Trade",2231992400
2005,"RoW","JPN","Financial Services",135477928
2005,"NLD","URY","Vehicle Trade",128784
2005,"IND","NLD","Air Transport",15914939.5
2005,"NGA","ITA","Construction",47188000
2005,"KGZ","HUN","Retail Trade",7750
2005,"LBN","SRB","Public Services",11000
2005,"BRA","NOR","Inland Transport",9893160.83333333
2005,"KGZ","MEX","Hospitality",7315
2005,"RoW","GRC","Hospitality",43672494
2005,"GRC","DEU","Public Services",40109800
2005,"IRL","FRA","Other Services",237119700
2005,"DEU","AUT","Health",90836900
2005,"CZE","ESP","Health",104994
2005,"BGR","MAR","Other Services",30082.5
2005,"RoW","SUR","Retail Trade",180200000
2005,"KOR","KGZ","Wholesale Trade",710699.833333333
2005,"NOR","DEU","Business Services",602223874
2005,"NOR","BRA","Utilities",12348116.5
2005,"LVA","ISL","Inland Transport",4235319.16666667
2005,"MYS","AUT","Other Services",1179700
2005,"ESP","ITA","Health",2359400
2005,"LTU","TUR","Transport Services",2183625
2005,"KGZ","IND","Air Transport",784924.833333333
2005,"LTU","SVK","Hospitality",6520203
2005,"UKR","SVK","Real Estate",46008.5
2005,"RUS","POL","Real Estate",6158034
2005,"TUR","NLD","Real Estate",869439
2005,"KGZ","UKR","Education",279
2005,"GRC","ISR","Other Services",4986422
2005,"THA","DEU","Vehicle Trade",73141400
2005,"SVN","LTU","Other Services",172236.5
2005,"PAK","SRB","Air Transport",6833.33333333333
2005,"RoW","BRB","Air Transport",141766666.666667
2005,"HKG","NLD","Utilities",18937330.8333333
2005,"CHN","FIN","Water Transport",201846670
2005,"URY","DEU","Air Transport",12190233.3333333
2005,"BEL","LTU","Inland Transport",17331956
2005,"ARG","NLD","Business Services",59551256
2005,"IRL","CYP","Retail Trade",285488
2005,"POL","DEU","Other Services",339403229
2005,"DEU","THA","Air Transport",372391966.666667
2005,"ZAF","LUX","Vehicle Trade",4305905
2005,"POL","USA","Inland Transport",253993342.833333
2005,"BRA","JPN","Water Transport",14959578.8333333
2005,"DEU","HKG","Utilities",131339933.333333
2005,"RoW","ROU","Inland Transport",25520646.6666667
2005,"GRC","KGZ","Air Transport",25244
2005,"HRV","CZE","Health",1855669
2005,"DEU","CAN","Wholesale Trade",62580977
2005,"PRT","SRB","Wholesale Trade",1000
2005,"GRC","USA","Health",2076272
2005,"MEX","CZE","Utilities",596731.666666667
2005,"RoW","CZE","Air Transport",1602160793.5
2005,"MYS","USA","Education",1000000
2005,"POL","ISR","Public Services",1760112
2005,"PHL","RUS","Public Services",54
2005,"KOR","MEX","Communications",200000
2005,"ISL","LUX","Wholesale Trade",4364890
2005,"MLT","SVN","Communications",82580
2005,"HRV","FIN","Business Services",2311033
2005,"KGZ","NLD","Water Transport",7991.5
2005,"RoW","SWZ","Business Services",21953974.5
2005,"FIN","RoW","Communications",744437888
2005,"ZAF","SWZ","Water Transport",3247932.33333333
2005,"POL","MLT","Utilities",439831.5
2005,"SVN","BGR","Air Transport",1620515.16666667
2005,"MLT","SRB","Vehicle Trade",833.333333333333
2005,"SGP","SVK","Air Transport",605579.5
2005,"HUN","KGZ","Air Transport",135482.5
2005,"CZE","BEL","Transport Services",45381879
2005,"POL","BEL","Wholesale Trade",13369933.3333333
2005,"SWE","EST","Other Services",21443408
2005,"USA","JPN","Transport Services",1472102180
2005,"TJK","RUS","Hospitality",75990148
2005,"USA","KGZ","Hospitality",90800
2005,"RUS","BRB","Utilities",243517.333333333
2005,"HUN","USA","Health",2282720
2005,"TUR","LVA","Transport Services",3388098
2005,"DEU","BRA","Water Transport",831885116.666667
2005,"KOR","RUS","Communications",3017250
2005,"SVK","ISR","Retail Trade",2995258
2005,"HUN","DEU","Public Services",12481226
2005,"HRV","DNK","Communications",3798634
2005,"SVN","FIN","Wholesale Trade",234367
2005,"RoW","PSE","Vehicle Trade",12073393.3333333
2005,"FRA","CAN","Business Services",157489950
2005,"ARE","SRB","Air Transport",1170666.66666667
2005,"NOR","HKG","Water Transport",209523961.666667
2005,"BGR","ITA","Retail Trade",28614803
2005,"HUN","ISR","Other Services",8208807
2005,"RUS","ERI","Vehicle Trade",1085600
2005,"NLD","THA","Communications",9454116
2005,"ITA","EGY","Construction",42469200
2005,"RUS","CZE","Utilities",230909169.333333
2005,"CZE","CHE","Inland Transport",447893
2005,"RoW","UKR","Inland Transport",765166013.333333
2005,"NZL","NLD","Air Transport",6302351
2005,"CAN","RoW","Water Transport",7223220155.66667
2005,"NGA","CYP","Hospitality",244197
2005,"SVN","SRB","Hospitality",13829000
2005,"SWE","CAN","Hospitality",22281579
2005,"NOR","GBR","Water Transport",1102410971
2005,"KEN","RoW","Water Transport",248003235.5
2005,"SRB","SVN","Vehicle Trade",80000
2005,"LKA","RoW","Hospitality",429071097
2005,"CHN","HUN","Vehicle Trade",6024924.5
2005,"RUS","SYC","Inland Transport",1110342
2005,"CYP","KGZ","Water Transport",478355.666666667
2005,"TUR","BEL","Hospitality",1235145900
2005,"EGY","POL","Hospitality",172424952
2005,"DEU","AUS","Financial Services",112694762
2005,"RoW","SDN","Construction",15000
2005,"FIN","DEU","Air Transport",284897550
2005,"CZE","LVA","Hospitality",25417815
2005,"ITA","FRA","Construction",353910000
2005,"JAM","RoW","Utilities",75179666.5
2005,"ROU","BRA","Vehicle Trade",54266.1666666667
2005,"RUS","BRA","Construction",26486
2005,"LVA","EST","Construction",9808026
2005,"SVN","MYS","Wholesale Trade",3342.5
2005,"CYP","ROU","Real Estate",814583
2005,"KGZ","ISL","Vehicle Trade",5424.5
2005,"VUT","RoW","Communications",3250282
2005,"HUN","IRL","Transport Services",6201683
2005,"CZE","CHN","Utilities",2750077.33333333
2005,"LUX","SVK","Utilities",254618.666666667
2005,"KGZ","SAU","Construction",1105254
2005,"CYP","SVN","Retail Trade",5884344
2005,"THA","POL","Inland Transport",2151182.5
2005,"LUX","AZE","Utilities",1404166.66666667
2005,"TZA","RoW","Business Services",48040000
2005,"SRB","ZAF","Water Transport",19500
2005,"SVK","DNK","Hospitality",11080922
2005,"BGD","RoW","Business Services",286500000
2005,"DEU","JPN","Business Services",2425363516
2005,"KGZ","GTM","Hospitality",885
2005,"DNK","CHN","Business Services",88020959
2005,"ISR","RoW","Inland Transport",614333333.333333
2005,"PHL","RoW","Wholesale Trade",160333333.333333
2005,"CZE","HRV","Business Services",40274957.5
2005,"TZA","SRB","Inland Transport",4000
2005,"CAN","SVK","Transport Services",5196579
2005,"BGR","CHE","Real Estate",30082.5
2005,"CAN","TUR","Hospitality",18155360
2005,"CAN","CZE","Wholesale Trade",1513161.83333333
2005,"GRC","IRL","Transport Services",2371197
2005,"KGZ","TKM","Real Estate",698
2005,"ALB","RUS","Business Services",24455
2005,"EST","PRT","Air Transport",149035
2005,"ISR","SRB","Business Services",4893000
2005,"CHE","FRA","Business Services",4128950
2005,"GHA","RoW","Water Transport",253278333.333333
2005,"PNG","RUS","Utilities",1189.83333333333
2005,"EST","AUT","Other Services",4754190
2005,"SVK","CHE","Utilities",524573.333333333
2005,"CHL","CZE","Inland Transport",2582166.33333333
2005,"DNK","HRV","Utilities",318715.666666667
2005,"DEU","GBR","Utilities",462093405.5
2005,"IND","BEL","Communications",7078200
2005,"HKG","BGR","Wholesale Trade",1829714.66666667
2005,"HRV","ITA","Vehicle Trade",39716566.6666667
2005,"FLK","SRB","Hospitality",15000
2005,"BRA","DEU","Utilities",46598150
2005,"RUS","VCT","Inland Transport",75508.8333333333
2005,"KGZ","BLR","Utilities",3042
2005,"PRT","FIN","Hospitality",91096434
2005,"BEL","NOR","Communications",6776196
2005,"VGB","SRB","Transport Services",83000
2005,"SWE","CYP","Water Transport",11010140.1666667
2005,"TUN","RUS","Financial Services",17291
2005,"NOR","CZE","Construction",33032
2005,"CAN","BRB","Wholesale Trade",687703
2005,"CYP","NOR","Business Services",23457155.5
2005,"FRA","JPN","Wholesale Trade",111776378.333333
2005,"USA","ARG","Education",82000000
2005,"IRL","RoW","Business Services",1026339000
2005,"SRB","MKD","Air Transport",2416500
2005,"HKG","FIN","Air Transport",554459
2005,"SVN","ROU","Utilities",4670432
2005,"LUX","MAR","Vehicle Trade",78646.6666666667
2005,"ESP","CZE","Vehicle Trade",8456286.16666667
2005,"IRN","ITA","Wholesale Trade",22021066.6666667
2005,"DNK","MAR","Communications",316160
2005,"RUS","PAN","Vehicle Trade",13231083
2005,"TUR","SVN","Health",2359
2005,"URY","RoW","Communications",43157522
2005,"KOR","CHN","Public Services",12600000
2005,"SVN","ARG","Financial Services",5899
2005,"EST","ESP","Vehicle Trade",476598.833333333
2005,"SRB","SGP","Other Services",624000
2005,"NZL","ROU","Wholesale Trade",54266.1666666667
2005,"KOR","IRN","Communications",200000
2005,"PHL","CZE","Water Transport",801606.166666667
2005,"EST","USA","Education",245378
2005,"TKM","RUS","Water Transport",2319118.83333333
2005,"MLT","AUT","Utilities",6291733.33333333
2005,"NLD","FIN","Real Estate",28050317
2005,"RoW","ANT","Vehicle Trade",14276666.6666667
2005,"RUS","THA","Public Services",289831
2005,"BGR","TUR","Communications",3498990
2005,"POL","BLR","Inland Transport",1937500
2005,"BRA","LUX","Water Transport",668496.666666667
2005,"USA","ISR","Construction",54000000
2005,"KOR","SRB","Inland Transport",15500
2005,"AUS","GRC","Education",554459
2005,"SVK","ITA","Air Transport",30645853.6666667
2005,"GRC","MAR","Air Transport",509237.166666667
2005,"CYP","PHL","Financial Services",41290
2005,"NZL","FRA","Business Services",6488350
2005,"ZAF","JPN","Vehicle Trade",39130452.3333333
2005,"RoW","RUS","Construction",4034295595
2005,"DOM","RUS","Wholesale Trade",115545.666666667
2005,"LVA","SWE","Hospitality",107265402
2005,"CUB","RUS","Water Transport",1084759.5
2005,"RoW","MLT","Education",920166
2005,"BGR","ISR","Air Transport",13821757.8333333
2005,"RUS","PRT","Inland Transport",9569411.5
2005,"HKG","SVN","Wholesale Trade",1064679.33333333
2005,"GIB","RUS","Wholesale Trade",44041
2005,"IND","ISR","Business Services",88000000
2005,"RoW","POL","Retail Trade",3208913768
2005,"RUS","PYF","Air Transport",9530
2005,"ZAF","SWE","Public Services",507272
2005,"HRV","NZL","Retail Trade",318520
2005,"IND","GBR","Hospitality",3201994828
2005,"CHE","ROU","Wholesale Trade",162995.166666667
2005,"BLR","SVK","Public Services",488396
2005,"HRV","FRA","Utilities",3932333.33333333
2005,"LVA","MLT","Vehicle Trade",847221.166666667
2005,"CAN","CYP","Transport Services",101455
2005,"SRB","ARE","Air Transport",188500
2005,"GRD","RoW","Wholesale Trade",1880769.66666667
2005,"RUS","NOR","Utilities",3608702.33333333
2005,"RoW","BLZ","Hospitality",117310818
2005,"RUS","ARG","Water Transport",58363.5
2005,"SRB","TUN","Hospitality",33000
2005,"LVA","CAN","Air Transport",12425976.1666667
2005,"SRB","SWE","Real Estate",1550000
2005,"DNK","RoW","Public Services",636725380
2005,"PRT","KGZ","Inland Transport",1880.83333333333
2005,"SWE","SVK","Water Transport",1233573.33333333
2005,"DMA","RUS","Air Transport",80348.6666666667
2005,"AZE","ITA","Air Transport",578666.666666667
2005,"BGR","KGZ","Other Services",5926
2005,"ITA","AUT","Water Transport",128390683.333333
2005,"AUT","EST","Health",8258
2005,"LUX","CYP","Utilities",64686.8333333333
2005,"IDN","SWE","Business Services",47216904.5
2005,"RoW","DMA","Financial Services",11483293
2005,"SRB","BGR","Vehicle Trade",29333.3333333333
2005,"EST","BEL","Financial Services",106173
2005,"CAN","POL","Health",586311
2005,"SRB","SMR","Inland Transport",2000
2005,"AUS","HKG","Financial Services",48065842
2005,"CAN","NZL","Air Transport",6189327.33333333
2005,"CHN","KGZ","Health",137038
2005,"FIN","RUS","Business Services",162588162.5
2005,"CYP","DEU","Construction",19391909
2005,"ITA","HRV","Retail Trade",140212064
2005,"ZAF","HRV","Other Services",238890
2005,"CHE","NLD","Air Transport",312817.166666667
2005,"CHN","USA","Air Transport",1218166666.66667
2005,"AUT","PHL","Air Transport",196616.666666667
2005,"NIC","RoW","Wholesale Trade",5633333.33333333
2005,"RoW","PYF","Utilities",33797370.1666667
2005,"LUX","NZL","Other Services",117970
2005,"BRA","EST","Communications",29493
2005,"CYP","BGR","Retail Trade",26690712
2005,"RoW","NOR","Air Transport",2954527190.66667
2005,"HUN","MAR","Air Transport",17301.8333333333
2005,"AUS","DEU","Real Estate",1769550
2005,"USA","MYS","Inland Transport",47666666.6666667
2005,"JPN","EST","Vehicle Trade",1758539.5
2005,"LTU","HRV","Air Transport",79629.8333333333
2005,"SWE","RoW","Transport Services",4960428514
2005,"COG","RoW","Retail Trade",98015400
2005,"RoW","IRQ","Water Transport",468533333.333333
2005,"SGP","LVA","Business Services",6778556
2005,"KOR","RoW","Business Services",5036050000
2005,"HRV","ZAF","Other Services",79630
2005,"BGR","NZL","Vehicle Trade",50333.8333333333
2005,"SVK","IRL","Real Estate",382223
2005,"KOR","FRA","Financial Services",5898500
2005,"EGY","SRB","Business Services",2392000
2005,"BGR","IRL","Utilities",854496
2005,"BEL","CZE","Communications",3888291
2005,"SWE","NGA","Other Services",3559155
2005,"ROU","RoW","Education",8795843
2005,"RoW","IRN","Construction",2956000000
2005,"DEU","LUX","Business Services",1862451375
2005,"CHN","SGP","Business Services",360071264
2005,"GBR","IRL","Business Services",4286439950
2005,"DNK","MEX","Wholesale Trade",20369290
2005,"CAN","NOR","Wholesale Trade",33140918.8333333
2005,"RoW","TON","Air Transport",17575535.3333333
2005,"FIN","MAR","Public Services",637038
2005,"ESP","BEL","Public Services",54266200
2005,"LVA","AUT","Retail Trade",106687349
2005,"BEL","SWE","Education",2359400
2005,"DOM","RoW","Public Services",70100000
2005,"TUR","FIN","Retail Trade",306722
2005,"SWE","MLT","Communications",254816
2005,"SVN","POL","Business Services",28638986.5
2005,"AUT","RoW","Vehicle Trade",81399300
2005,"VNM","RUS","Construction",56534
2005,"HKG","USA","Water Transport",1113166666.66667
2005,"TZA","RUS","Communications",93542
2005,"AUS","GBR","Financial Services",290683904
2005,"BGD","RUS","Communications",14952
2005,"CZE","ARG","Communications",21234
2005,"CYP","CZE","Business Services",42383084
2005,"DNK","RUS","Wholesale Trade",4527040.33333333
2005,"HRV","POL","Wholesale Trade",244394.5
2005,"ARG","FRA","Air Transport",84741783.3333333
2005,"RoW","NZL","Wholesale Trade",467693933.166667
2005,"AUT","ARG","Retail Trade",2359400
2005,"USA","FIN","Inland Transport",27028893.1666667
2005,"CYP","MAR","Water Transport",708016.833333333
2005,"ESP","NOR","Vehicle Trade",13551017.3333333
2005,"VEN","RoW","Wholesale Trade",64000000
2005,"SGP","CYP","Air Transport",2617558.33333333
2005,"GBR","LTU","Financial Services",13249210
2005,"JPN","LTU","Real Estate",8258
2005,"POL","SRB","Retail Trade",2487000
2005,"LTU","CAN","Water Transport",789809.166666667
2005,"TCA","RUS","Retail Trade",84519
2005,"RoW","GBR","Public Services",8574303798
2005,"CYP","FIN","Health",306722
2005,"ISR","HUN","Construction",18875
2005,"SRB","LVA","Financial Services",1000
2005,"GBR","SWE","Wholesale Trade",107435672.166667
2005,"PHL","KGZ","Business Services",653
2005,"USA","KOR","Financial Services",354800000
2005,"NLD","MYS","Real Estate",11313913
2005,"HRV","EGY","Utilities",1354885.5
2005,"RUS","YEM","Public Services",479748
2005,"HRV","SGP","Water Transport",875927.833333333
2005,"THA","RoW","Hospitality",9597444528
2005,"AUS","SRB","Transport Services",17000
2005,"BGD","KGZ","Wholesale Trade",2902.16666666667
2005,"SGP","SWE","Water Transport",7688498
2005,"NOR","RUS","Air Transport",13317163.3333333
2005,"IRL","SVK","Retail Trade",3061322
2005,"FRO","RoW","Hospitality",68440880
2005,"NIU","SRB","Other Services",231000
2005,"PRT","BEL","Retail Trade",66063200
2005,"SVN","DNK","Public Services",475419
2005,"SWE","VEN","Retail Trade",5084507
2005,"GEO","RUS","Utilities",2229987.33333333
2005,"CAN","ISR","Vehicle Trade",11966033
2005,"SRB","MEX","Inland Transport",24000
2005,"SVN","KOR","Education",22414
2005,"RUS","LBN","Financial Services",183879
2005,"BEL","CHN","Water Transport",206054266.666667
2005,"FRA","LUX","Wholesale Trade",16751740
2005,"ALB","RoW","Communications",142000000
2005,"NCL","RoW","Communications",1073189
2005,"JPN","IRL","Water Transport",17892116.6666667
2005,"LUX","KGZ","Vehicle Trade",797.666666666667
2005,"SVK","LTU","Water Transport",271330.833333333
2005,"RUS","GIB","Construction",3602240
2005,"SVK","SRB","Public Services",416000
2005,"NZL","RoW","Financial Services",114810408
2005,"LTU","CYP","Hospitality",2653147
2005,"URY","RUS","Business Services",1228490
2005,"DNK","TUR","Other Services",21688195
2005,"CMR","RoW","Inland Transport",70811166.6666667
2005,"KGZ","USA","Utilities",2762869.16666667
2005,"ISR","GRC","Construction",106173
2005,"DEU","ARG","Construction",16515800
2005,"MAR","POL","Water Transport",734166
2005,"NLD","LVA","Other Services",5082737
2005,"SRB","RUS","Inland Transport",2725194
2005,"GBR","THA","Hospitality",276033285
2005,"VEN","CZE","Water Transport",14942.8333333333
2005,"EGY","RoW","Inland Transport",790933333.333333
2005,"LTU","EST","Public Services",554460
2005,"ARG","AUT","Public Services",1179700
2005,"LVA","HRV","Water Transport",26543.3333333333
2005,"ISR","AGO","Other Services",10500000
2005,"LUX","CZE","Financial Services",17607023
2005,"IRQ","RUS","Retail Trade",1220086
2005,"HRV","KGZ","Transport Services",44952
2005,"ETH","RUS","Wholesale Trade",16.6666666666667
2005,"HRV","JPN","Hospitality",3825768
2005,"RoW","USA","Transport Services",26344000000
2005,"RUS","USA","Other Services",466515759.5
2005,"CYP","ROU","Vehicle Trade",2335019.5
2005,"FIN","BEL","Financial Services",4813176
2005,"LVA","SVN","Hospitality",589850
2005,"MDG","RUS","Business Services",7308
2005,"RUS","DEU","Inland Transport",711841323
2005,"AUS","PNG","Wholesale Trade",13987414.5
2005,"HRV","GRC","Financial Services",920166
2005,"HKG","SWE","Wholesale Trade",2711343.83333333
2005,"BGR","AUT","Public Services",1179700
2005,"THA","SRB","Transport Services",6000
2005,"CHN","GRC","Real Estate",501372.5
2005,"ROU","IRN","Retail Trade",1303569
2005,"SGP","BEL","Inland Transport",19465050
2005,"DEU","SRB","Wholesale Trade",1088500
2005,"AUS","RoW","Hospitality",42001153880
2005,"HUN","VEN","Water Transport",2359.33333333333
2005,"MHL","RUS","Financial Services",3200
2005,"EST","RUS","Business Services",32455202
2005,"SRB","SVN","Real Estate",2128500
2005,"GRC","ISL","Wholesale Trade",424692
2005,"DZA","RoW","Financial Services",1005972818
2005,"ARM","RoW","Business Services",61157055
2005,"ESP","POL","Utilities",9285812
2005,"JPN","USA","Business Services",5056152321
2005,"CHN","HUN","Real Estate",102044
2005,"BLR","SRB","Other Services",248500
2005,"SRB","ROU","Retail Trade",7459000
2005,"DEU","MAR","Inland Transport",2949250
2005,"SVK","USA","Financial Services",31540459
2005,"VEN","NLD","Other Services",1762472
2005,"ITA","ARG","Education",4718800
2005,"RoW","KAZ","Communications",144798746
2005,"THA","AUS","Utilities",44524769.6666667
2005,"BRN","RUS","Wholesale Trade",1224.33333333333
2005,"GAB","SRB","Hospitality",18000
2005,"SWE","LTU","Other Services",6287800
2005,"HRV","HUN","Financial Services",856462
2005,"FRA","RoW","Inland Transport",7603559733.33333
2005,"LVA","ESP","Transport Services",5083327
2005,"BHR","RoW","Retail Trade",93400000
2005,"RUS","LAO","Transport Services",22650
2005,"CHN","NOR","Transport Services",294926
2005,"EST","MEX","Business Services",2359.5
2005,"BEL","EST","Inland Transport",6969667.66666667
2005,"RUS","WSM","Inland Transport",53256.6666666667
2005,"YEM","RoW","Hospitality",361400000
2005,"CHN","AUT","Inland Transport",14156400
2005,"HUN","ISL","Wholesale Trade",226699
2005,"SWE","FIN","Wholesale Trade",115388423.166667
2005,"CYP","PRT","Construction",122688
2005,"RUS","PAN","Real Estate",3774615.5
2005,"AUT","LVA","Utilities",1412100.83333333
2005,"USA","FRA","Construction",69602300
2005,"MEX","USA","Other Services",143000000
2005,"KGZ","NER","Health",31
2005,"MEX","DEU","Inland Transport",18285350
2005,"FRA","SRB","Business Services",39817500
2005,"ESP","CZE","Real Estate",3510197.5
2005,"LUX","IDN","Wholesale Trade",294925
2005,"ISR","CIV","Other Services",500000
2005,"NZL","GBR","Hospitality",2002970162
2005,"IDN","SVN","Business Services",74321
2005,"IDN","POL","Air Transport",293155.5
2005,"LTU","DNK","Other Services",4906963
2005,"BHS","RoW","Air Transport",66922203
2005,"NZL","ISR","Business Services",13500000
2005,"EST","ESP","Real Estate",572154.5
2005,"MLT","DEU","Transport Services",302003200
2005,"HKG","IRL","Business Services",24773700
2005,"BGR","FRA","Air Transport",17498883.3333333
2005,"KGZ","SDN","Hospitality",2325
2005,"SGP","USA","Wholesale Trade",221833333.333333
2005,"CHN","ITA","Financial Services",29492500
2005,"IND","FRA","Business Services",68422600
2005,"PHL","JPN","Inland Transport",88639315.5
2005,"RoW","SAU","Hospitality",9079733333
2005,"HRV","ISR","Utilities",797084
2005,"BGR","CHE","Vehicle Trade",20054.8333333333
2005,"GBR","USA","Water Transport",6498421939.33333
2005,"KGZ","TKM","Vehicle Trade",17351.8333333333
2005,"RUS","BMU","Water Transport",16596020.8333333
2005,"SWE","BGR","Air Transport",2150986.33333333
2005,"CAN","EGY","Vehicle Trade",1925568.5
2005,"JOR","KGZ","Financial Services",143
2005,"ROU","USA","Communications",228714338
2005,"AUT","CHN","Hospitality",112071500
2005,"HRV","ITA","Real Estate",11797000
2005,"ZAF","DNK","Air Transport",20421787.3333333
2005,"SVN","EST","Other Services",241838.5
2005,"GRC","VEN","Water Transport",32349340.1666667
2005,"PRT","BRA","Water Transport",31694606.6666667
2005,"RUS","IDN","Transport Services",2344898
2005,"RoW","IDN","Other Services",4469128500
2005,"SWE","MYS","Wholesale Trade",105976.333333333
2005,"CHN","CYP","Wholesale Trade",3227855.83333333
2005,"ETH","RoW","Public Services",223033522
2005,"RUS","MLI","Transport Services",27100
2005,"RoW","MLI","Other Services",22007000
2005,"ITA","KGZ","Hospitality",26000
2005,"ITA","JPN","Transport Services",4916990
2005,"BEL","SVN","Education",25953
2005,"LUX","CHE","Other Services",1120715
2005,"SVN","SWE","Air Transport",628977.166666667
2005,"ROU","RUS","Retail Trade",1025872
2005,"KOR","HUN","Utilities",415254.333333333
2005,"IND","RoW","Financial Services",3025000000
2005,"MAR","CYP","Business Services",50137.5
2005,"CAN","FRA","Vehicle Trade",39323333.3333333
2005,"ROU","GRC","Hospitality",114596057
2005,"GRC","SVK","Retail Trade",1612650
2005,"RUS","ANT","Retail Trade",8564952
2005,"ESP","KOR","Hospitality",28500000
2005,"UKR","AZE","Vehicle Trade",4651000
2005,"KOR","GRC","Utilities",5524928.33333333
2005,"CHL","DEU","Utilities",29295883.3333333
2005,"SVN","CAN","Hospitality",7404978
2005,"SWE","SRB","Hospitality",3323000
2005,"ROU","HUN","Hospitality",240363875
2005,"MMR","RUS","Communications",1996
2005,"BRA","CZE","Inland Transport",11047299
2005,"HRV","GBR","Education",1724721
2005,"ESP","FRA","Wholesale Trade",187572300
2005,"THA","DEU","Real Estate",1179700
2005,"ROU","AUS","Business Services",1302978
2005,"BLR","LTU","Hospitality",19289000
2005,"ROU","POL","Construction",2150593
2005,"TUR","NLD","Vehicle Trade",23174420
2005,"BGR","ZAF","Transport Services",360988
2005,"UKR","SVK","Vehicle Trade",10554382.6666667
2005,"RUS","POL","Vehicle Trade",22774895
2005,"BGR","EGY","Air Transport",241052.666666667
2005,"KOR","IND","Vehicle Trade",49783333.3333333
2005,"SRB","CAN","Communications",292000
2005,"BEL","KOR","Air Transport",26379700
2005,"SRB","NLD","Health",119000
2005,"SWE","ROU","Utilities",4344638.16666667
2005,"CZE","HUN","Public Services",4428594
2005,"HRV","CHE","Retail Trade",318520
2005,"RUS","AZE","Financial Services",4102998
2005,"RoW","LUX","Financial Services",2125229550
2005,"ISR","GHA","Business Services",7500000
2005,"SWE","ARG","Financial Services",254816
2005,"GBR","SVN","Wholesale Trade",5918948.16666667
2005,"KWT","SRB","Vehicle Trade",1500
2005,"THA","GRC","Education",1309467
2005,"KGZ","NOR","Other Services",15148.5
2005,"SVK","JPN","Communications",366887
2005,"AUT","DNK","Inland Transport",49868083
2005,"RUS","MKD","Business Services",1229964.5
2005,"RUS","SVK","Financial Services",268140
2005,"SGP","SVN","Water Transport",362168.666666667
2005,"AUT","HRV","Education",797477
2005,"MYS","RUS","Business Services",6658126.5
2005,"FRA","ROU","Education",2280360
2005,"SVK","HRV","Construction",337394
2005,"AZE","JPN","Communications",35000
2005,"GBR","RoW","Transport Services",55205240
2005,"JPN","AUS","Communications",4257537
2005,"JPN","SGP","Air Transport",474778672.666667
2005,"ISR","CAN","Business Services",107000000
2005,"AIA","RUS","Transport Services",22500
2005,"RUS","GIN","Other Services",1348895.5
2005,"PRT","GBR","Utilities",112713846.666667
2005,"HRV","IRL","Air Transport",18199232.5
2005,"RoW","IRL","Health",9437600
2005,"DEU","FIN","Hospitality",361129764
2005,"MLT","SRB","Real Estate",8500
2005,"CZE","GRC","Public Services",1271717
2005,"MEX","POL","Vehicle Trade",48957.5
2005,"NGA","SRB","Water Transport",500
2005,"SVN","CYP","Water Transport",4266188.5
2005,"CZE","MLT","Financial Services",20056
2005,"SGP","KGZ","Retail Trade",54081
2005,"HUN","SVK","Retail Trade",50504136
2005,"LVA","LTU","Construction",5637786
2005,"NOR","SRB","Wholesale Trade",666.666666666667
2005,"IND","KGZ","Health",79794
2005,"JPN","AUT","Public Services",3539100
2005,"MAR","BEL","Public Services",23594000
2005,"AUT","LVA","Water Transport",1412100.83333333
2005,"RUS","PAK","Retail Trade",437011
2005,"LTU","POL","Education",3519045
2005,"ITA","CAN","Vehicle Trade",25169931.5
2005,"IND","USA","Air Transport",90166666.6666667
2005,"PHL","SVK","Financial Services",92017
2005,"SRB","BLR","Health",1000
2005,"CIV","SRB","Hospitality",21000
2005,"NZL","NOR","Transport Services",294926
2005,"DNK","AUS","Other Services",16701013.5
2005,"KGZ","SWE","Wholesale Trade",12111.5
2005,"ITA","MLT","Air Transport",50324429
